ship_date,customer_name,sku,lot_number,qty,unit,order_reference,sales_order_id,sales_order_line_id,bol_number,entered_by,created_at
2026-05-28,Inter-County Bakers,10020,26-02-12-FOUND-011,500.0000,lb,,164,373,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,Inter-County Bakers,10300,MAY 19 2026,500.0000,lb,,164,374,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,Inter-County Bakers,10304,26-02-10-CREA-002,2000.0000,lb,,164,375,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,2026-04-20,1250.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 04 2026,1850.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 11 2026,1875.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 15 2026,1850.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 25 2026,1875.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 26 2026,1850.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-05-28,PDI Cone,10029,MAY 18 2026,1450.0000,lb,,118,254,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,10302,261212585122,880.0000,lb,,168,387,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,67476,MAR 31 2026,870.0000,lb,,168,388,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,67476,APR 13 2026 lot,330.0000,lb,,168,388,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,67470,APR 27 2026,380.0000,lb,,168,389,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,67470,APR 10 2026 Lot,400.0000,lb,,168,389,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,67470,MAY 21 2026,20.0000,lb,,168,389,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,CRS One Source,31012,605081,800.0000,lb,,168,390,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 14 2026,4200.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 18 2026,2800.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 19 2026,4200.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 20 2026,4200.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 26 2026,1400.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 27 2026,4200.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 29 2026,4200.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,893,MAY 31 2026,2800.0000,lb,,141,305,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,1614,MAY 19 2026,2800.0000,lb,,141,372,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,1614,MAY 20 2026,4200.0000,lb,,141,372,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,RESTAURANT DEPOT/Jetro Haines City #407,1614,MAY 21 2026,1400.0000,lb,,141,372,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,"Janco Foods, Inc.",10020,26-02-12-FOUND-011,300.0000,lb,,170,397,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,"Janco Foods, Inc.",10020,2026-04-21,825.0000,lb,,170,397,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-01,"Janco Foods, Inc.",31012,605291,250.0000,lb,,170,398,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-02,Ace Endico,67470,MAY 21 2026,1400.0000,lb,,156,350,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-02,Ace Endico,67473,2026-04-17,220.0000,lb,,156,351,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-02,Ace Endico,67473,APR 27 2026,350.0000,lb,,156,351,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-02,Ace Endico,67473,MAY 21 2026,30.0000,lb,,156,351,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-02,Ace Endico,10304,26-02-10-CREA-002,200.0000,lb,,156,469,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,Kohl Wholesale Dist.,10302,261212585122,1980.0000,lb,,169,392,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,Kohl Wholesale Dist.,10303,25132,120.0000,lb,,169,393,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,Kohl Wholesale Dist.,67476,APR 13 2026 lot,600.0000,lb,,169,394,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,Kohl Wholesale Dist.,67473,MAY 21 2026,200.0000,lb,,169,395,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67476,APR 13 2026 lot,80.0000,lb,,172,404,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67476,2026-04-17,720.0000,lb,,172,404,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67476,APR 28 2026,400.0000,lb,,172,404,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67470,MAY 21 2026,10.0000,lb,,172,405,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67470,MAY 28 2026,1070.0000,lb,,172,405,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67470,MAY 29 2026,50.0000,lb,,172,405,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67470,JUN 02 2026,270.0000,lb,,172,405,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67473,MAY 21 2026,470.0000,lb,,172,406,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-03,BiRite Foodservice Dist. Inc.,67473,JUN 02 2026,130.0000,lb,,172,406,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,Sparta Foods Distributors Inc.,10304,26-02-10-CREA-002,1875.0000,lb,,179,421,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,Sparta Foods Distributors Inc.,31011,26-04-16-UNKN-001,2500.0000,lb,,179,422,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,Sparta Foods Distributors Inc.,10301,605182,150.0000,lb,,179,423,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,Grassland Foods & Snacks LLC,70050,MAY 13 2026,1500.0000,lb,,154,343,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,DiCarlo Food Service,67470,JUN 02 2026,800.0000,lb,,177,415,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,DiCarlo Food Service,31012,605291,350.0000,lb,,177,416,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,DiCarlo Food Service,31012,606011,250.0000,lb,,177,416,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,DiCarlo Food Service,10305,261222444122,1650.0000,lb,,177,417,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,DiCarlo Food Service,10306,25216,1200.0000,lb,,177,418,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-04,A-1 Bakery Supply,10304,26-02-10-CREA-002,1500.0000,lb,,175,412,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-09,Hialea/New Urban Farms,11033,26-05-04-DUTC-001,2000.0000,lb,,202,470,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-09,Inter-County Bakers,10300,MAY 19 2026,100.0000,lb,,205,477,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-09,Inter-County Bakers,10300,MAY 14 2026,100.0000,lb,,205,477,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-09,Inter-County Bakers,10300,MAY 21 2026,560.0000,lb,,205,477,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-09,Inter-County Bakers,10300,JUN 02 2026,40.0000,lb,,205,477,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Ginsberg's Foods,10305,261222444122,300.0000,lb,,199,461,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Ginsberg's Foods,10302,261212585122,440.0000,lb,,199,462,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Ginsberg's Foods,10303,25132,110.0000,lb,,199,463,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Ginsberg's Foods,10306,25114,600.0000,lb,,199,464,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Nac Foods Corp.,10020,2026-04-21,1325.0000,lb,,195,452,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Nac Foods Corp.,10020,MAY 20 2026,500.0000,lb,,195,452,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Nac Foods Corp.,10020,MAY 28 2026,675.0000,lb,,195,452,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Nac Foods Corp.,10047,26-04-22-FRAN-001,500.0000,lb,,195,453,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Nac Foods Corp.,10302,261212585122,300.0000,lb,,195,454,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-10,Greco and Sons,10302,261212585122,4400.0000,lb,,220,504,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67470,JUN 02 2026,600.0000,lb,,184,430,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67473,MAR 26 2026,60.0000,lb,,184,431,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67473,JUN 02 2026,580.0000,lb,,184,431,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67473,JUN 08 2026,360.0000,lb,,184,431,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67476,APR 28 2026,2730.0000,lb,,184,432,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67476,MAY 28 2026,2520.0000,lb,,184,432,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,67476,JUN 02 2026,350.0000,lb,,184,432,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,DOT Foods Inc,10001,JUN 10 2026,200.0000,lb,,184,433,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,26-02-25,3375.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB021627,4500.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB022427 Lot,562.5000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB030327,247.5000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB041327,6750.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB041327 Lot,2250.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB050427,7740.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB052627,2250.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,BB060127,1125.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,FEB 13 2026,2865.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,FEB 18 2026,2002.5000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70003,MAY 01 2026,1125.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70070,B26-0302-003,1050.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70002,BB022427,900.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70002,BB030327,2017.5000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70002,BB041327,1980.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70002,FEB 16 2026,1852.5000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-11,Sunshine Granola,70010,B26-0302-002,1065.0000,lb,SUNSHINE-RECON-2026,,,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-12,American Classic Specialties,10305,261222444122,1000.0000,lb,,203,471,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-12,American Classic Specialties,10306,26-06-05-EURO-001,1000.0000,lb,,203,472,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-12,American Classic Specialties,10300,JUN 02 2026,100.0000,lb,,203,473,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-12,American Classic Specialties,10010,MAY 18 2026,100.0000,lb,,203,474,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-12,Superedibles,70012,MAY 21 2026,1000.0000,lb,,180,424,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 01 2026,4200.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 03 2026,4200.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 04 2026,4200.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 10 2026,4200.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 11 2026,7000.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 12 2026,1350.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,1614,MAY 21 2026,2800.0000,lb,,151,338,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,1614,MAY 28 2026,5600.0000,lb,,151,338,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,1614,JUN 01 2026,1400.0000,lb,,151,338,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,Clark Associate Inc.,31012,606011,600.0000,lb,,198,459,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,Clark Associate Inc.,31012,606051,800.0000,lb,,198,459,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,Clark Associate Inc.,31011,26-04-16-UNKN-001,5150.0000,lb,,198,460,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,Clark Associate Inc.,31011,26-06-09-CREA-001,1850.0000,lb,,198,460,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,Clark Associate Inc.,31011,26-06-09-CREA-001,8750.0000,lb,,196,456,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 12 2026,50.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-15,RESTAURANT DEPOT/Jetro Haines City #407,893,JUN 15 2026,1400.0000,lb,,151,337,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-16,Clark Associate Inc.,31012,606051,4200.0000,lb,,197,457,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-16,Clark Associate Inc.,31011,26-06-09-CREA-001,1750.0000,lb,,197,458,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,10300,JUN 02 2026,400.0000,lb,,219,499,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,10303,25132,200.0000,lb,,219,500,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,10302,261212585122,240.0000,lb,,219,501,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,31012,606051,600.0000,lb,,219,502,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,31012,606121,200.0000,lb,,219,502,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-18,International Gourmet Foods Inc,31011,26-06-09-CREA-001,50.0000,lb,,219,503,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-19,Grassland Foods & Snacks LLC,70050,MAY 13 2026,1500.0000,lb,,154,343,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-19,Hialea/New Urban Farms,70050,MAY 13 2026,925.0000,lb,,228,529,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-19,Hialea/New Urban Farms,70050,MAY 19 2026,575.0000,lb,,228,529,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,Wards Ice Cream,10303,25132,400.0000,lb,,226,521,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,Wards Ice Cream,10001,JUN 19 2026,100.0000,lb,,226,522,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,Wards Ice Cream,10304,26-02-10-CREA-002,125.0000,lb,,226,523,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,David Rosen Bakery Supply,10300,JUN 02 2026,100.0000,lb,,229,530,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,David Rosen Bakery Supply,10304,26-02-10-CREA-002,1725.0000,lb,,229,531,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-23,David Rosen Bakery Supply,10304,26-06-02-CREA-001,2775.0000,lb,,229,531,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-24,OG Fresh,70012,JUN 02 2026,150.0000,lb,,222,510,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-24,Olympic Mountain Ice Cream,10010,JUN 19 2026,1350.0000,lb,,204,475,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-24,Olympic Mountain Ice Cream,10001,JUN 19 2026,50.0000,lb,,204,476,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-25,DiCarlo Food Service,67470,JUN 02 2026,800.0000,lb,,221,505,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-25,DiCarlo Food Service,31012,606121,600.0000,lb,,221,506,,legacy-unattributed,2026-08-11 14:32:52.187878+00
2026-06-25,DiCarlo Food Service,10305,261222444122,1250.0000,lb,,221,507,,legacy-unattributed,2026-08-11 14:32:52.187878+00
